metabolite,super_pathway,sub_pathway,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,0.00430211,0.00417791,0.00247315,0.005972,0.00400266,0.00451602,0.00544207,0.00217519,0.00308134,0.00387002,0.0047499,0.00445399,0.00024645,0.00424693,0.00380266,0.00380272,0.0041337,0.00161656,0.00291243,0.00290061,0.00302759,0.00273667,0.00387677,0.0042533,0.00005914,0.00307426,0.00248361,0.00001942,0.00122838,0.0008093
glycerophosphoserine*,Lipid,Phospholipid Metabolism,0.00221216,0.00294287,0.00108239,0.00437627,0.00289152,0.00206841,0.00561637,0.00092691,0.00153029,0.00260571,0.00573823,0.00331357,0.00002349,0.0039009,0.00379932,0.00479993,0.00417586,0.00057175,0.00304958,0.00566343,0.00423575,0.00349755,0.00538406,0.00982363,0.00001337,0.00236759,0.00285146,0.00001462,0.00062174,0.00024063
glycine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.0015891,0.00121557,0.00141175,0.0015703,0.0008668,0.00114039,0.0011179,0.00103734,0.00190415,0.00254232,0.0016631,0.00097971,0.00345184,0.00334087,0.0041344,0.00370698,0.00375712,0.00309526,0.00379855,0.00496734,0.00577833,0.00614566,0.00339694,0.00393084,0.00614734,0.00368569,0.00541211,0.00603264,0.00567944,0.00549842
glycylisoleucine,Peptide,Dipeptide,0.0027643,0.00371621,0.0027417,0.00198002,0.00298508,0.00229983,0.00345782,0.00202349,0.00412594,0.00274658,0.00421159,0.00240401,0.00322727,0.0044164,0.00370962,0.0046673,0.00390717,0.00314315,0.002885,0.00304384,0.00403977,0.00345265,0.00236221,0.00313797,0.00357306,0.00102231,0.00359115,0.00335007,0.00426122,0.00312472
glycylvaline,Peptide,Dipeptide,0.00213232,0.00277598,0.00330889,0.0024199,0.00316177,0.00281891,0.0021463,0.00168382,0.00323209,0.00245897,0.00349479,0.00148996,0.00321215,0.00433836,0.00403581,0.00420434,0.00252404,0.00304854,0.00289193,0.00256362,0.00337197,0.00404588,0.00163656,0.00259856,0.00336506,0.00111511,0.00341923,0.0035737,0.00420472,0.00266691
guanine,Nucleotide,Purine Metabolism_ Guanine containing,0.01546503,0.00644438,0.01128977,0.00279355,0.00656672,0.00427391,0.00109482,0.02065061,0.00843952,0.00240301,0.00152475,0.00437363,0.00247732,0.003091,0.0004018,0.00044928,0.00055681,0.00642822,0.00031298,0.00031116,0.00053321,0.00042809,0.00069961,0.00035961,0.00067799,0.00565675,0.00026853,0.00030712,0.00044042,0.00017648
guanosine,Nucleotide,Purine Metabolism_ Guanine containing,0.00752178,0.00458163,0.00453513,0.00355565,0.00491199,0.00479206,0.00511042,0.01477401,0.00359326,0.00338128,0.00439811,0.00239748,0.00102793,0.00273236,0.00299646,0.00167569,0.00282166,0.00412876,0.00301724,0.00263853,0.00267808,0.0017852,0.00244455,0.00236932,0.00058498,0.00275343,0.00169364,0.00091675,0.00197358,0.00115575
guanosine 5'- monophosphate (5'-GMP),Nucleotide,Purine Metabolism_ Guanine containing,0.01928635,0.01319331,0.01817579,0.00591228,0.01813318,0.0075566,0.01157805,0.03519135,0.02195706,0.01074253,0.00646306,0.01615508,0.00627277,0.00475454,0.00328187,0.00193224,0.00313004,0.01230705,0.00355255,0.00213764,0.00176543,0.00107396,0.00343084,0.00110106,0.00043173,0.00209224,0.00057545,0.00046508,0.00044952,0.0003782
"guanosine-2',3'-cyclic monophosphate",Nucleotide,Purine Metabolism_ Guanine containing,0.00234863,0.00615797,0.00493445,0.00113161,0.00538792,0.00088945,0.00471093,0.00157896,0.00409567,0.00074896,0.00246019,0.00485819,0.00061579,0.00075433,0.0008529,0.00079329,0.00079119,0.00055549,0.00055263,0.00054941,0.00095922,0.00047748,0.00057943,0.00063496,0.00035044,0.00679048,0.00047413,0.0003832,0.00037037,0.00031161
hexadecasphinganine (d16:0)*,Lipid,Sphingolipid Metabolism,0.0016105,0.00159848,0.0012086,0.00213493,0.00139608,0.00167806,0.00970593,0.00591755,0.00599117,0.00683651,0.00527736,0.00720999,0.0026102,0.00314382,0.00277777,0.00456948,0.00406425,0.00307988,0.00266181,0.00330994,0.00290426,0.00304427,0.00262104,0.00387578,0.00174158,0.00231447,0.00305955,0.00131276,0.00220714,0.00148543
histidine,Amino Acid,Histidine Metabolism,0.00252926,0.00332179,0.00211672,0.0017258,0.00258493,0.00158744,0.00312994,0.00259676,0.0022535,0.00215218,0.00379652,0.00325973,0.00235764,0.00336728,0.00345238,0.00337085,0.00360086,0.00243442,0.00349047,0.0039667,0.00377342,0.0037797,0.00413923,0.00481329,0.00379844,0.00342745,0.0042087,0.00402516,0.00405882,0.00316037
histidinol,Xenobiotics,Food Component/Plant,0.00264879,0.0036352,0.00215534,0.00373656,0.00334386,0.00402343,0.00369808,0.00166924,0.00313293,0.0049332,0.00414029,0.00244806,0.00718455,0.00329082,0.0036429,0.00439375,0.00453425,0.00303229,0.00349249,0.00636526,0.00466765,0.00669823,0.00598891,0.00448486,0.00536755,0.00317835,0.00385051,0.00488986,0.00342914,0.00245819
histidylalanine,Peptide,Dipeptide,0.00267778,0.00444794,0.00239773,0.00354974,0.00338601,0.0027901,0.00379136,0.00208274,0.00296806,0.00313162,0.00384563,0.00285838,0.00338363,0.00255383,0.00328892,0.00343551,0.00299073,0.00268343,0.00337238,0.00488525,0.00271672,0.00403565,0.00426305,0.00330153,0.00335408,0.00183277,0.00372318,0.00341093,0.00395413,0.00249743
homoserine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.00158865,0.00171136,0.00318298,0.00492611,0.00323213,0.00650868,0.0054529,0.00310705,0.0056888,0.0039068,0.00589122,0.00133742,0.00937328,0.00755075,0.00879515,0.00790428,0.00835999,0.00565535,0.01210216,0.01665991,0.01793831,0.01266078,0.00740751,0.00925137,0.01015707,0.00267804,0.01338115,0.0107349,0.01476499,0.01284874
hypoxanthine,Nucleotide,Purine Metabolism_ (Hypo)Xanthine/Inosine containing,0.05356898,0.03443436,0.04102843,0.00900618,0.01181893,0.00631862,0.00021388,0.00471642,0.00623041,0.00986639,0.00039618,0.00197452,0.00329645,0.00086231,0.00036881,0.00007875,0.00007854,0.03437906,0.0003127,0.00005454,0.00004861,0.00197654,0.00005752,0.00006303,0.01122322,0.00140907,0.00369172,0.00003804,0.00003677,0.018958
imidazole lactate,Amino Acid,Histidine Metabolism,0.0021011,0.00208542,0.00143274,0.00278528,0.00182136,0.00218923,0.00221932,0.0014614,0.00135792,0.00184344,0.00222456,0.0019215,0.00151567,0.00185665,0.00174621,0.00195255,0.00194739,0.00136726,0.00136021,0.00135228,0.00120535,0.00117525,0.00142616,0.00156285,0.00086255,0.00331358,0.00116699,0.00094318,0.00091161,0.00076698
inosine,Nucleotide,Purine Metabolism_ (Hypo)Xanthine/Inosine containing,0.02731657,0.0344556,0.02765631,0.01613285,0.01420823,0.01327202,0.00366746,0.00467206,0.00474941,0.00376945,0.0031463,0.00278823,0.00132714,0.00350718,0.00372445,0.0030542,0.00400597,0.00211227,0.00522979,0.00490046,0.00555701,0.00524333,0.00542856,0.005012,0.00183093,0.00210232,0.00323815,0.00263733,0.00421207,0.00257053
isoleucine,Amino Acid,Leucine_ Isoleucine and Valine Metabolism,0.0016221,0.00163611,0.00173261,0.0016241,0.00164854,0.00147219,0.00165872,0.0011546,0.00200676,0.00155857,0.00189637,0.0013831,0.0017412,0.00233865,0.00284412,0.00252493,0.00265177,0.00225738,0.00301377,0.00383207,0.0040083,0.00290282,0.00190811,0.0026523,0.00272827,0.00296895,0.00343558,0.0033871,0.00354621,0.00284404
isoleucylglycine,Peptide,Dipeptide,0.00328166,0.00363963,0.00305464,0.00167968,0.00318187,0.00167341,0.00324724,0.00255954,0.00418906,0.00362076,0.00367942,0.00279312,0.00277138,0.00397736,0.00450359,0.00355197,0.00310441,0.00345398,0.00393021,0.00419088,0.00383124,0.00534736,0.00257745,0.00330285,0.00383451,0.00086724,0.00399319,0.0036774,0.00503603,0.00321345
kynurenate,Amino Acid,Tryptophan Metabolism,0.00102847,0.00160335,0.0012235,0.00107958,0.0015341,0.00069427,0.00447868,0.00283128,0.00333154,0.00478763,0.0049879,0.00427982,0.00458143,0.00506628,0.00525307,0.00650338,0.00609762,0.00458529,0.00686371,0.0079423,0.00594822,0.00798973,0.01058073,0.00883403,0.00404544,0.0008419,0.00530534,0.0042498,0.00604459,0.00404115
kynurenine,Amino Acid,Tryptophan Metabolism,0.00340476,0.00371444,0.00368662,0.00422255,0.00525028,0.00410383,0.0049347,0.0033304,0.0045021,0.00387784,0.00511681,0.00326911,0.00296506,0.00440063,0.00459699,0.00428102,0.00394189,0.00292838,0.00462172,0.00452615,0.0055455,0.00478356,0.0034145,0.00477016,0.00325026,0.00048475,0.00395455,0.00385999,0.00500507,0.003141
leucine,Amino Acid,Leucine_ Isoleucine and Valine Metabolism,0.00318131,0.00286009,0.00283932,0.00230875,0.00241057,0.00231378,0.00342155,0.00192826,0.00265935,0.00240732,0.00295222,0.0028388,0.00175922,0.00284193,0.00263247,0.0025328,0.00287912,0.00244371,0.00303803,0.00308547,0.00430381,0.00268528,0.00217027,0.0033211,0.00220096,0.00333678,0.00293519,0.00259128,0.00260306,0.00262947
lysine,Amino Acid,Lysine Metabolism,0.00632293,0.00686182,0.00547518,0.00530805,0.00502875,0.00496493,0.00327315,0.00335119,0.00358202,0.00391306,0.00445053,0.00367862,0.00397626,0.00457089,0.00437311,0.00388437,0.00386997,0.00339275,0.00414618,0.00445468,0.00440795,0.0059134,0.00673484,0.0053809,0.00533368,0.0024381,0.00412448,0.00553312,0.00370683,0.00298731
malate,Energy,TCA Cycle,0.00063154,0.00050951,0.00070892,0.0009099,0.00068663,0.0009243,0.00147028,0.00128085,0.00217769,0.00208566,0.00203709,0.00106496,0.00233672,0.0025294,0.00235595,0.00204746,0.00216771,0.00188879,0.00262514,0.00287047,0.00295646,0.00303703,0.0026837,0.00248941,0.00181079,0.01499431,0.00269119,0.00197865,0.00192017,0.00203376
mannitol/sorbitol,Carbohydrate,Fructose_ Mannose and Galactose Metabolism,0.00311352,0.00323414,0.00456128,0.00464883,0.00381322,0.00534552,0.00370939,0.00269417,0.00546397,0.00391306,0.00438678,0.00278374,0.00525449,0.00565508,0.00696777,0.00580128,0.00567061,0.00497216,0.00769613,0.0070447,0.00813915,0.00657,0.00465327,0.00709536,0.00492025,0.00227906,0.0079133,0.00533171,0.00559817,0.00660858
mannose,Carbohydrate,Fructose_ Mannose and Galactose Metabolism,0.00036126,0.00035856,0.00050637,0.00090872,0.00031316,0.00037641,0.00038159,0.00025127,0.00023348,0.00031696,0.00067667,0.00033038,0.00035262,0.00031923,0.00030024,0.00033572,0.00033483,0.00074791,0.00231851,0.00023251,0.00020725,0.00020207,0.00024521,0.00026871,0.00014831,0.00331786,0.00020065,0.00016217,0.00015674,0.00013187
methionine sulfoxide,Amino Acid,Methionine_ Cysteine_ SAM and Taurine Metabolism,0.00634791,0.00325672,0.0036705,0.00276695,0.00244962,0.00270506,0.00320202,0.0045061,0.00335229,0.00292384,0.00257776,0.00325606,0.00484847,0.00526846,0.00244713,0.00184354,0.0026774,0.00667143,0.00189032,0.00345576,0.00320208,0.00125583,0.00174282,0.00215103,0.0014457,0.00464634,0.00244471,0.00122887,0.00219224,0.00142455
methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,0.0019673,0.00530318,0.00252151,0.00218518,0.00435642,0.00250059,0.00503598,0.00452161,0.00632957,0.00661581,0.00739283,0.00834103,0.00397047,0.003707,0.00559112,0.00675911,0.00484139,0.00560834,0.00321242,0.00504657,0.00266554,0.00446674,0.00428454,0.00356128,0.00211271,0.00233126,0.00359239,0.00111896,0.00285694,0.00167461
methylphosphate,Nucleotide,Purine and Pyrimidine Metabolism,0.0062596,0.00379633,0.00482344,0.00960983,0.00348962,0.0080845,0.00458374,0.00400356,0.00543169,0.0071836,0.00289981,0.00495649,0.00358665,0.00348866,0.00313101,0.00236536,0.00305232,0.00518925,0.00348787,0.00242497,0.00281804,0.00275713,0.00328432,0.00222103,0.00114634,0.00406544,0.00204812,0.00064707,0.00111963,0.0008894
mevalonate,Lipid,Mevalonate Metabolism,0.00247084,0.00225319,0.00345852,0.00195165,0.00224587,0.00254566,0.00272009,0.00214634,0.00288245,0.00273093,0.0025211,0.00143409,0.0021987,0.0034997,0.00428897,0.00482977,0.0057847,0.00334225,0.00682676,0.00701657,0.00634301,0.00368814,0.00265767,0.0037391,0.00403665,0.00100766,0.00411259,0.00478415,0.00404024,0.00351171
mevalonolactone,Lipid,Mevalonate Metabolism,0.00195036,0.00166045,0.00256622,0.0022177,0.0024442,0.00346718,0.00176707,0.00116359,0.00275591,0.00296688,0.00177124,0.00185216,0.00239785,0.00405618,0.00524603,0.00413305,0.00310441,0.00261726,0.00615257,0.00812314,0.00432224,0.00410176,0.00297978,0.00271666,0.00311734,0.00114503,0.00215786,0.00353045,0.00406733,0.00226739
myo-inositol,Lipid,Inositol Metabolism,0.0034284,0.003104,0.00234877,0.00561253,0.00250026,0.00492589,0.00337491,0.00173376,0.00240512,0.00433059,0.00318644,0.00341187,0.00292292,0.00288922,0.00293122,0.00299244,0.00304447,0.00250611,0.00264795,0.00251998,0.00206223,0.00279056,0.00334668,0.0028268,0.00341468,0.00360266,0.0025604,0.00320812,0.00217289,0.00222489
myristoleate (14:1n5),Lipid,Long Chain Fatty Acid,0.00401756,0.00442669,0.00180773,0.00340607,0.00404867,0.00249548,0.00434112,0.00219504,0.00234948,0.00370802,0.0041299,0.00509394,0.00066019,0.00422092,0.00355394,0.00308197,0.00404813,0.00105846,0.00269877,0.00406659,0.00359969,0.00306722,0.00532715,0.00632372,0.00028086,0.00676056,0.00250045,0.0002913,0.00113666,0.00067255
N-acetyl-glucosamine 1-phosphate,Carbohydrate,Aminosugar Metabolism,0.00329237,0.01032747,0.00046927,0.00074081,0.00996007,0.00067568,0.01147771,0.00470091,0.00355291,0.00044726,0.00637145,0.00222169,0.00028731,0.00602752,0.0072239,0.00336588,0.00726291,0.00025917,0.00062453,0.01013218,0.00048639,0.00071647,0.00313265,0.00029625,0.0001635,0.00354314,0.00022121,0.00017879,0.00534022,0.00014539
N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,0.00295073,0.00482775,0.00332471,0.00398902,0.00206106,0.00279103,0.00188626,0.00158486,0.00346125,0.00169436,0.00332007,0.00140431,0.00274597,0.00586357,0.0107556,0.00490354,0.00779905,0.00261871,0.0070537,0.00542145,0.01361454,0.00742868,0.00439262,0.00561545,0.00635845,0.00163313,0.01696065,0.00696721,0.01954636,0.01265272
N-acetylarginine,Amino Acid,Urea cycle_ Arginine and Proline Metabolism,0.00561156,0.00802205,0.00770108,0.00486995,0.00635562,0.00556765,0.00386532,0.00362665,0.00493129,0.00351471,0.00533969,0.0037035,0.0027006,0.00414288,0.00472339,0.00399877,0.00420108,0.00292868,0.00258703,0.00413692,0.00334434,0.00300859,0.0030273,0.00353242,0.00297379,0.00021185,0.00318489,0.00310481,0.00340902,0.00274489
N-acetylasparagine,Amino Acid,Alanine and Aspartate Metabolism,0.00181923,0.00375605,0.00326631,0.00241162,0.00591913,0.00189554,0.00192159,0.00268796,0.00658207,0.00391306,0.00407843,0.00166372,0.0040509,0.00160757,0.00803381,0.00484262,0.00355374,0.00507519,0.00216144,0.00779246,0.00497417,0.0069926,0.00276544,0.00135319,0.00490707,0.00124515,0.00411631,0.00345678,0.00570653,0.0030158
N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,0.00309925,0.0030739,0.00461572,0.00525188,0.00368795,0.00437103,0.00451543,0.00306518,0.00429283,0.00395963,0.00513333,0.00304682,0.00374204,0.00531378,0.00547992,0.00482438,0.00531387,0.00509463,0.00662262,0.0047977,0.00524026,0.00467529,0.0037693,0.00601652,0.00366918,0.0026994,0.00727568,0.00459996,0.00629189,0.00926605
N-acetylcitrulline,Amino Acid,Urea cycle_ Arginine and Proline Metabolism,0.00652185,0.00488928,0.00714331,0.00429823,0.00386619,0.00375251,0.00496344,0.00157524,0.0039821,0.00329636,0.00213767,0.00208016,0.001636,0.0019268,0.00289453,0.00340028,0.00081062,0.00139512,0.00894142,0.00436541,0.00788738,0.00807131,0.00398454,0.00626401,0.00221194,0.00059861,0.00222549,0.00272542,0.00259203,0.00203832
N-acetylglucosamine 6-phosphate,Carbohydrate,Aminosugar Metabolism,0.01191799,0.00946427,0.01081807,0.01314301,0.00838692,0.00895443,0.00922966,0.0041841,0.00606871,0.00506624,0.00371436,0.00508007,0.00285761,0.0039411,0.00454621,0.00378697,0.00353059,0.00486129,0.00725754,0.0064729,0.00806597,0.00449991,0.00312478,0.00946866,0.00101818,0.00069202,0.00331519,0.00238126,0.00283836,0.00326245
N-acetylglutamate,Amino Acid,Glutamate Metabolism,0.00505406,0.00499375,0.00491042,0.0057491,0.00427059,0.00465218,0.00438588,0.00312691,0.00460644,0.0048925,0.00474802,0.00360928,0.00406506,0.0039411,0.005815,0.00495991,0.0041275,0.00398829,0.0066642,0.00560775,0.00695298,0.00787522,0.00647813,0.0067175,0.00619311,0.00103788,0.00587559,0.00576837,0.00657093,0.00430245
N-acetylglutamine,Amino Acid,Glutamate Metabolism,0.00554511,0.00702295,0.00604785,0.00464351,0.00493093,0.00397138,0.00437221,0.00310209,0.0035532,0.0038121,0.00501953,0.0047187,0.00282801,0.0025294,0.00478196,0.00461176,0.00435444,0.00288369,0.00607201,0.00504312,0.00625116,0.00696516,0.00597953,0.00788093,0.00561582,0.00112854,0.00500908,0.00482039,0.00682132,0.00657733
N-acetylglycine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.00159133,0.0018176,0.00190353,0.00198357,0.00200926,0.00212278,0.00115324,0.00132366,0.00260083,0.00165757,0.00188551,0.00090467,0.00273213,0.00253452,0.00362882,0.0026617,0.00284564,0.00277631,0.0026159,0.00429709,0.00398655,0.00440911,0.00224263,0.00206246,0.00335884,0.00376506,0.00284973,0.00267917,0.00334729,0.00180421
N-acetylhistidine,Amino Acid,Histidine Metabolism,0.00351581,0.00571575,0.00581398,0.00214734,0.00583601,0.00384777,0.0039666,0.00468074,0.0055098,0.00142122,0.00472866,0.00446948,0.00241844,0.00499889,0.00624053,0.00379526,0.00379391,0.00269388,0.00104867,0.00384872,0.00092928,0.00090607,0.00183485,0.0012049,0.00217478,0.00157849,0.00322031,0.00168414,0.00410158,0.00233316
N-acetylisoleucine,Amino Acid,Leucine_ Isoleucine and Valine Metabolism,0.00188925,0.00383529,0.00128828,0.00250444,0.00222383,0.0019685,0.00199555,0.00131405,0.00199984,0.00348576,0.00200026,0.00172776,0.00136285,0.00166945,0.00157014,0.00175568,0.00175103,0.0012294,0.00122307,0.0019967,0.00108382,0.00207733,0.00338604,0.00395772,0.00154677,0.00294849,0.00104933,0.00175221,0.00255275,0.00230695
N-acetylmethionine sulfoxide,Amino Acid,Methionine_ Cysteine_ SAM and Taurine Metabolism,0.00085766,0.00067197,0.00183814,0.00089749,0.00058689,0.00070543,0.0009827,0.00282756,0.00305482,0.00136488,0.00220897,0.00180688,0.00557108,0.00689771,0.00317364,0.00312839,0.0038865,0.00621549,0.00438409,0.00563272,0.00417,0.00439888,0.00267402,0.00261382,0.00258893,0.00046338,0.00412101,0.00259929,0.0039936,0.00275141
N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,0.00349262,0.00433904,0.00421823,0.00234186,0.00438,0.00332126,0.00759072,0.00114064,0.00159342,0.00188101,0.0017363,0.00149975,0.001183,0.00235875,0.00370666,0.00209471,0.0022508,0.00158957,0.00310588,0.00393828,0.0035521,0.0029093,0.00295979,0.00293661,0.00281725,0.00112244,0.00305806,0.00328219,0.00406191,0.00294791
N-acetylproline,Amino Acid,Urea cycle_ Arginine and Proline Metabolism,0.0006302,0.00062549,0.00042973,0.00083541,0.00054629,0.00065663,0.00066565,0.00043833,0.00040729,0.00055292,0.00066723,0.00057633,0.0004546,0.00055688,0.00052375,0.00058564,0.00058409,0.00041009,0.00050037,0.00059275,0.00036153,0.0003525,0.00042776,0.00060212,0.00025871,0.00320522,0.00035002,0.00028289,0.00027343,0.00023004
N-acetylputrescine,Amino Acid,Polyamine Metabolism,0.00557455,0.00594151,0.00750066,0.00622563,0.00666453,0.00681492,0.0047472,0.00310209,0.00560694,0.00394789,0.00471827,0.00290039,0.00359855,0.00412791,0.00544656,0.00476263,0.00356159,0.00293796,0.00400585,0.0039756,0.00521877,0.00433053,0.00250055,0.00459533,0.00294834,0.00039592,0.00274197,0.00325036,0.00278244,0.00236767
N-acetylserine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.00225988,0.00293711,0.00209969,0.00202082,0.00319811,0.00215949,0.00176754,0.00218697,0.00308422,0.00275793,0.00317746,0.00146794,0.0032173,0.00306066,0.00433345,0.00359217,0.00304736,0.00320294,0.00285728,0.00343136,0.00334536,0.00482946,0.00204888,0.00169323,0.00392752,0.00228303,0.00334938,0.00268037,0.00287668,0.00211451
N-acetylthreonine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.00391052,0.00355862,0.00493384,0.00452763,0.00580314,0.00663787,0.00306917,0.0037799,0.00643017,0.00359102,0.00490337,0.00354402,0.0032173,0.00565784,0.00612747,0.00535655,0.00723934,0.00462853,0.00685014,0.0060653,0.00947345,0.00704649,0.00623867,0.00668333,0.00471519,0.00218016,0.006021,0.00475952,0.00540795,0.00442846
N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,0.00445732,0.00545059,0.00525287,0.00860828,0.00462202,0.00494913,0.00355864,0.00134072,0.0039086,0.00250084,0.00336351,0.00216051,0.000989,0.00313081,0.00260763,0.00127407,0.00280182,0.00339594,0.00389238,0.00390527,0.0040477,0.00394959,0.0030273,0.00452135,0.00256641,0.00093837,0.00076148,0.00364197,0.00389453,0.00338195
N-acetylvaline,Amino Acid,Leucine_ Isoleucine and Valine Metabolism,0.00328925,0.00291719,0.00293178,0.00279237,0.00401774,0.00363912,0.00333628,0.00177067,0.00398037,0.00238932,0.00223022,0.00298115,0.00151953,0.00186138,0.00365143,0.00327469,0.00195235,0.00137074,0.00358402,0.00342619,0.00382536,0.00430308,0.00357706,0.00156683,0.00275427,0.00276198,0.00354656,0.00310521,0.00389995,0.00285723
N-alpha-acetylornithine,Amino Acid,Urea cycle_ Arginine and Proline Metabolism,0.00482839,0.00453205,0.00495482,0.00487409,0.00484317,0.00412195,0.00520417,0.00304005,0.00489988,0.00453993,0.00528397,0.00346,0.00394377,0.00466666,0.00549919,0.00529273,0.0041337,0.00379848,0.00606624,0.00624843,0.00812098,0.00711534,0.0042461,0.00767989,0.0035044,0.00134039,0.0038027,0.0032876,0.00425039,0.00284632
N-carbamoylaspartate,Nucleotide,Pyrimidine Metabolism_ Orotate containing,0.00090047,0.0019805,0.00212554,0.0216496,0.02900373,0.01332918,0.00754832,0.00165279,0.00447558,0.00295593,0.00729036,0.00417051,0.0036896,0.00649493,0.01039717,0.00997992,0.00807559,0.00335763,0.00739382,0.00714861,0.00771621,0.00556539,0.00385981,0.01223608,0.00682808,0.00038463,0.01672483,0.0075442,0.01083486,0.01470407
N-methylalanine,Amino Acid,Alanine and Aspartate Metabolism,0.00282541,0.00280431,0.00192664,0.00374543,0.00244923,0.00294392,0.00298437,0.00196517,0.00182603,0.00247892,0.00299142,0.00258388,0.00203816,0.00249669,0.00234817,0.00262564,0.0026187,0.00183858,0.00182911,0.00181844,0.00162087,0.00158038,0.0019178,0.0021016,0.00115989,0.00273268,0.00156928,0.00126831,0.00122587,0.00103137
"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,0.00124746,0.00194111,0.00157598,0.0009773,0.00235721,0.00076816,0.00131058,0.00166955,0.00188109,0.00130501,0.00142984,0.00115224,0.00134515,0.00154412,0.00224994,0.00273796,0.00205279,0.00124652,0.00137956,0.00226537,0.00210854,0.00212398,0.00177279,0.00150977,0.00245363,0.01270029,0.0018393,0.00200868,0.00222978,0.00195155
N6-acetyllysine,Amino Acid,Lysine Metabolism,0.00439488,0.00482554,0.0055205,0.0050213,0.00569025,0.0056341,0.00506755,0.0029808,0.00587789,0.00343919,0.00472016,0.00291059,0.00355126,0.00544621,0.00595474,0.00531884,0.00506791,0.00355121,0.00525375,0.00444664,0.00489945,0.00541447,0.00331581,0.00470646,0.00349213,0.00267101,0.00402738,0.00375488,0.00461844,0.00314344
N6-carboxyethyllysine,Amino Acid,Lysine Metabolism,0.00415315,0.00387424,0.00332197,0.00300108,0.00357429,0.00267764,0.00447067,0.00309651,0.00417465,0.00360354,0.00400949,0.00426555,0.0027109,0.00419333,0.0034887,0.00390095,0.00345081,0.00330887,0.00330135,0.00263107,0.00327219,0.00315603,0.00289441,0.00332342,0.0027821,0.00154949,0.00310587,0.00268117,0.00340263,0.00244224
N6-succinyladenosine,Nucleotide,Purine Metabolism_ Adenine containing,0.00055616,0.00055201,0.00037925,0.00073726,0.00048211,0.00057949,0.00058745,0.00038683,0.00035944,0.00048796,0.00058884,0.00050862,0.0004012,0.00049146,0.00046222,0.00051684,0.00051547,0.00036191,0.00036005,0.00035795,0.00031906,0.00031109,0.00037751,0.00041369,0.00022832,0.00340211,0.0003089,0.00024966,0.0002413,0.00020302
nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00422138,0.00252676,0.00325202,0.00640419,0.00300905,0.00624333,0.00501714,0.00178184,0.00488114,0.00630316,0.0034707,0.00280373,0.00396854,0.00211164,0.00566377,0.00652949,0.00278239,0.00497477,0.00343792,0.00418227,0.00485647,0.00651113,0.00310087,0.00331745,0.00462785,0.00141945,0.00367686,0.00248938,0.00234763,0.00512885
nicotinamide adenine dinucleotide (NAD+),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00388019,0.00405529,0.00262917,0.00344982,0.00381399,0.00338539,0.00412866,0.00324231,0.00302542,0.00391306,0.00405718,0.00423496,0.00269513,0.00371606,0.0032689,0.00458606,0.00445282,0.00268169,0.00282812,0.00345403,0.00385811,0.00333739,0.00526024,0.00357853,0.00260871,0.00297688,0.00291959,0.00282112,0.00257519,0.00183986
nicotinamide ribonucleotide (NMN),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00314385,0.00502518,0.00259085,0.00354323,0.00252462,0.00557927,0.0076449,0.00222017,0.00274726,0.00542272,0.00858987,0.01032207,0.00546844,0.00433797,0.00370666,0.00257425,0.00481204,0.00328798,0.00330857,0.00245683,0.0034014,0.00238442,0.00193203,0.0019155,0.00221378,0.00442503,0.0030214,0.0014547,0.00229635,0.00142357
nicotinamide riboside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00342037,0.00365689,0.00312581,0.00467662,0.00614646,0.00470934,0.00400712,0.00365643,0.00416283,0.00321302,0.00552621,0.00369983,0.00295541,0.00529802,0.00541246,0.00449985,0.00497449,0.00387162,0.00518272,0.00515852,0.00621201,0.00599498,0.00530384,0.00695271,0.0034859,0.0019909,0.00485178,0.00344516,0.0055376,0.00369633
nicotinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.0048993,0.00381758,0.00247528,0.0074749,0.00341036,0.00510155,0.00471093,0.00209453,0.00215434,0.00494611,0.00422812,0.00404122,0.00320797,0.00415944,0.00306466,0.00397058,0.00440652,0.00301371,0.00340125,0.00275996,0.00238384,0.00275139,0.00381077,0.00356792,0.00143636,0.00301901,0.00183583,0.0016441,0.00129127,0.00110024
